season,week,game_id,posteam,qb_id,qb_name,plays,actual_pass_rate,expected_pass_rate,proe
2020,11,2020_11_MIA_DEN,MIA,00-0036212,T.Tagovailoa,41,0.6341463414634146,0.6429445845324818,-0.8798243069067234
2020,11,2020_11_NE_HOU,HOU,00-0033537,D.Watson,55,0.7636363636363637,0.5989406165751544,16.469574706120923
2020,11,2020_11_NE_HOU,NE,00-0027939,C.Newton,65,0.6461538461538462,0.6932431319585213,-4.708928580467518
2020,11,2020_11_NYJ_LAC,LAC,00-0036355,J.Herbert,77,0.6883116883116883,0.5825516271658919,10.57600611457964
2020,11,2020_11_NYJ_LAC,NYJ,00-0026158,J.Flacco,54,0.5740740740740741,0.7182507666724699,-14.417669259839588
2020,11,2020_11_PHI_CLE,CLE,00-0034855,B.Mayfield,63,0.38095238095238093,0.5142370729988056,-13.32846920464247
2020,11,2020_11_PHI_CLE,PHI,00-0032950,C.Wentz,65,0.6153846153846154,0.6903245190015206,-7.493990361690521
2020,11,2020_11_PIT_JAX,JAX,00-0036312,J.Luton,55,0.7090909090909091,0.6550333294001492,5.405757969075983
2020,11,2020_11_PIT_JAX,PIT,00-0022924,B.Roethlisberger,68,0.6470588235294118,0.5899662096053362,5.709261392407558
2020,11,2020_11_TEN_BAL,BAL,00-0034796,L.Jackson,60,0.5333333333333333,0.6672654703259469,-13.393213699261347
2020,11,2020_11_TEN_BAL,TEN,00-0029701,R.Tannehill,65,0.5384615384615384,0.6100071863486216,-7.15456478870832
2020,12,2020_12_ARI_NE,ARI,00-0035228,K.Murray,71,0.5633802816901409,0.6062664463066719,-4.288616461653105
2020,12,2020_12_ARI_NE,NE,00-0027939,C.Newton,47,0.40425531914893614,0.5991114007031664,-19.485608155423023
2020,12,2020_12_BAL_PIT,BAL,00-0029665,R.Griffin,40,0.375,0.6775961354374885,-30.259613543748856
2020,12,2020_12_BAL_PIT,PIT,00-0022924,B.Roethlisberger,70,0.7285714285714285,0.5141176443014827,21.445378426994598
2020,12,2020_12_CAR_MIN,CAR,00-0031237,T.Bridgewater,61,0.5901639344262295,0.5824695744963942,0.769435992983521
2020,12,2020_12_CAR_MIN,MIN,00-0029604,K.Cousins,69,0.6956521739130435,0.723587681201921,-2.7935507288877517
2020,12,2020_12_CHI_GB,CHI,00-0033869,M.Trubisky,64,0.78125,0.7225286844186485,5.872131558135152
